StudentRef,final_cgpa,avg_gpa,min_gpa,total_semesters,failed_courses,final_major,proposed_major,math_score,english_score,composite_score,has_ajc_case,major_changed,successful_major,delayed_grad,first_year_gpa_x,struggling_y1_x,first_year_gpa_y,struggling_y1_y,first_year_gpa,struggling_y1,final_major_name,proposed_major_norm,final_major_norm,final_major_text
S887cd3e99b6651a0,3.59,3.5797222222222222,2.67,288,0,5,[B.Sc.] Mechanical Engineering,85.0,100.0,91.1111111111111,0.0,0,1,1,,,,,3.5734375,0.0,6,me,me,[B.Sc.] Mechanical Engineering
S88a3f3693adca722,3.35,3.344722222222222,3.0,288,0,0,[B.Sc.] Business Administration,100.0,100.0,100.0,0.0,0,1,1,,,,,3.3565625,0.0,5,ba,ba,[B.Sc.] Business Administration
S88bc2daf5992b68c,3.1,3.097027027027027,2.78,296,0,5,[B.Sc.] Management Information Systems,100.0,85.0,92.5,0.0,0,1,1,,,,,3.123333333333333,0.0,6,mis,mis,[B.Sc.] Management Information Systems
S88c3b642522c76da,2.34,2.27,1.39,333,0,5,[B.Sc.] Business Administration,100.0,85.0,92.5,0.0,0,0,1,,,,,2.2803125,0.0,6,ba,ba,[B.Sc.] Business Administration
S88d3c9102d83c585,2.97,2.9850000000000003,2.72,20,0,2,[B.Sc.] Management Information Systems,85.0,90.0,87.5,0.0,0,0,1,,,,,3.25,0.0,2,mis,mis,[B.Sc.] Management Information Systems
S893147a0ad7fce5a,3.12,3.0949999999999998,2.75,20,0,3,[Bsc] Economics,60.0,,60.0,0.0,0,1,1,,,,,2.75,0.0,3,[bsc] econ,[bsc] econ,[Bsc] Economics
S894e8baf4fa4c2ae,2.81,2.7756097560975608,2.4,328,0,6,[B.Sc.] Mechanical Engineering,90.0,80.0,85.0,0.0,0,0,1,,,,,2.7756097560975608,0.0,2,me,me,[B.Sc.] Mechanical Engineering
S899477f48e486534,3.61,3.607073170731707,3.13,328,0,6,[B.Sc.] Mechanical Engineering,100.0,,96.25,0.0,0,1,1,,,,,3.5802777777777774,0.0,2,me,me,[B.Sc.] Mechanical Engineering
S89a57ce1d636864d,3.57,3.4825,3.0,360,0,2,[B.Sc.] Computer Science,100.0,90.0,96.66666666666667,0.0,0,1,1,,,,,3.4514285714285715,0.0,2,cs,cs,[B.Sc.] Computer Science
S89ad2ff25ba633c0,0.0,0.0,0.0,4,0,6,[B.Sc.] Mechanical Engineering,100.0,100.0,95.83333333333333,0.0,0,0,0,,,,,0.0,1.0,2,me,me,[B.Sc.] Mechanical Engineering
S89eded940ce52c4e,3.37,3.367027027027027,2.94,370,0,5,[B.Sc.] Management Information Systems,100.0,85.0,90.0,0.0,0,1,1,,,,,3.345142857142857,0.0,6,mis,mis,[B.Sc.] Management Information Systems
S8a09ce94ac5448b1,2.58,2.5816666666666666,2.5,24,0,8,[LLB] Law with Public Policy,70.0,80.0,73.33333333333333,0.0,0,0,1,,,,,2.5,0.0,8,law,law,[LLB] Law with Public Policy
S8a6ed057e41f71df,3.05,3.047073170731707,2.55,328,0,6,[B.Sc.] Mechanical Engineering,100.0,85.0,91.66666666666667,0.0,0,1,1,,,,,3.011315789473684,0.0,2,me,me,[B.Sc.] Mechanical Engineering
S8ab87a7f8a1bd30d,3.5,3.506666666666667,3.0,180,0,0,[B.Sc.] Business Administration,85.0,90.0,87.5,0.0,0,1,1,,,,,3.43,0.0,5,ba,ba,[B.Sc.] Business Administration
S8ac4cc9c758df229,2.59,2.5096874999999996,2.05,224,0,0,[B.Sc.] Business Administration,70.0,80.0,75.0,0.0,0,0,1,,,,,2.6462499999999998,0.0,5,ba,ba,[B.Sc.] Business Administration
S8ad5bb2be6166dc4,3.59,3.5875000000000004,3.33,288,0,0,[B.Sc.] Business Administration,90.0,100.0,95.0,0.0,0,1,1,,,,,3.610909090909091,0.0,5,ba,ba,[B.Sc.] Business Administration
S8b2447e26ffc38f2,0.75,0.75,0.75,5,0,0,[B.Sc.] Business Administration,100.0,75.0,87.5,0.0,0,0,0,,,,,0.75,1.0,5,ba,ba,[B.Sc.] Business Administration
S8b3bd6f568234aaf,1.99,1.8019354838709678,0.0,279,0,2,[B.Sc.] Computer Science,100.0,85.0,92.77777777777777,1.0,0,0,1,,,,,1.995,1.0,2,cs,cs,[B.Sc.] Computer Science
S8b81af6a17f39fa7,3.7,3.6903225806451614,3.25,186,0,2,[B.Sc.] Computer Science,85.0,,85.0,0.0,0,1,1,,,,,3.6719999999999997,0.0,2,cs,cs,[B.Sc.] Computer Science
S8b9ab8dccbdcaf58,2.54,2.4354999999999998,2.0,360,0,2,[B.Sc.] Computer Science,100.0,85.0,88.33333333333333,0.0,0,0,1,,,,,2.3594117647058823,0.0,2,cs,cs,[B.Sc.] Computer Science
S8bc8e4f31c1e043b,2.86,2.7839473684210523,1.67,380,0,2,[B.Sc.] Computer Science,85.0,80.0,81.66666666666667,0.0,0,0,1,,,,,2.7225714285714284,0.0,2,cs,cs,[B.Sc.] Computer Science
S8bde4b304fde9cff,3.14,3.1563157894736844,2.88,342,0,2,[B.Sc.] Computer Science,70.0,85.0,77.5,0.0,0,1,1,,,,,3.164848484848485,0.0,2,cs,cs,[B.Sc.] Computer Science
S8c5178e8843cabb7,3.11,3.107142857142857,2.88,84,0,1,[B.Sc.] Computer Science,100.0,100.0,95.0,0.0,0,1,1,,,,,3.0875,0.0,4,cs,cs,[B.Sc.] Computer Science
S8c54ef44babb8d6b,2.29,2.142857142857143,1.38,105,0,0,[B.Sc.] Business Administration,100.0,85.0,92.5,0.0,0,0,1,,,,,1.9233333333333333,1.0,5,ba,ba,[B.Sc.] Business Administration
S8c9e25e570cc5821,3.38,3.3228947368421053,2.5,380,0,0,[B.Sc.] Business Administration,70.0,90.0,80.0,0.0,0,1,1,,,,,3.274375,0.0,5,ba,ba,[B.Sc.] Business Administration
S8d740dffac5cd7a8,3.62,3.2816279069767442,0.0,387,0,1,[B.Sc.] Computer Engineering,90.0,85.0,87.77777777777777,0.0,0,1,1,,,,,3.169722222222222,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S8d8f502940b2c7b7,3.51,3.497297297297297,3.25,370,0,0,[B.Sc.] Business Administration,90.0,90.0,90.0,0.0,0,1,1,,,,,3.45,0.0,5,ba,ba,[B.Sc.] Business Administration
S8da3873ba0e54a1f,0.93,0.9722222222222222,0.0,18,0,0,[B.Sc.] Business Administration,80.0,80.0,80.0,0.0,0,0,1,,,,,0.9722222222222222,1.0,5,ba,ba,[B.Sc.] Business Administration
S8e3359f1c5ff8a19,2.68,2.678108108108108,2.11,296,0,5,[B.Sc.] Computer Science,90.0,85.0,87.77777777777777,0.0,0,0,1,,,,,2.678108108108108,0.0,6,cs,cs,[B.Sc.] Computer Science
S8e5a0665e6daf068,3.24,3.252972972972973,2.56,333,0,2,[B.Sc.] Computer Science,100.0,90.0,94.16666666666667,0.0,0,1,1,,,,,3.275294117647059,0.0,2,cs,cs,[B.Sc.] Computer Science
S8e5ab5802064fa77,3.35,3.3549999999999995,3.33,20,0,7,[Bsc] Mechatronics Engineering,100.0,85.0,91.1111111111111,0.0,0,1,1,,,,,3.38,0.0,1,[bsc] mechatronics engineering,[bsc] mechatronics engineering,[Bsc] Mechatronics Engineering
S8ed6b0c5a44795c2,1.94,1.6179999999999999,0.5,210,0,5,[B.Sc.] Management Information Systems,100.0,90.0,94.44444444444444,0.0,0,0,1,,,,,1.6691304347826084,1.0,6,mis,mis,[B.Sc.] Management Information Systems
S8ee8caa3ee5a1894,3.06,3.048333333333333,2.63,360,0,2,[B.Sc.] Computer Science,90.0,90.0,88.8888888888889,0.0,0,1,1,,,,,3.014,0.0,2,cs,cs,[B.Sc.] Computer Science
S8ef9a44688250ad7,3.1,3.058918918918919,2.67,666,0,2,[B.Sc.] Computer Science,100.0,85.0,91.1111111111111,0.0,0,1,1,,,,,3.046666666666667,0.0,2,cs,cs,[B.Sc.] Computer Science
S8f0946ddab69835b,3.12,3.1435483870967746,2.4,186,0,4,[B.Sc.] Electrical and Electronic Engineering,100.0,85.0,92.22222222222223,0.0,0,1,1,,,,,3.046,0.0,1,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S8f142abb4017185c,2.4,2.361290322580645,1.25,217,0,1,[B.Sc.] Mechanical Engineering,100.0,,96.25,0.0,0,0,1,,,,,2.361290322580645,0.0,4,me,me,[B.Sc.] Mechanical Engineering
S8f22767433207aed,2.59,2.585,2.5,40,0,2,[B.Sc.] Computer Science,70.0,,65.0,0.0,0,0,1,,,,,2.5,0.0,2,cs,cs,[B.Sc.] Computer Science
S8f2e0e5d102ac4bc,3.78,3.68027027027027,2.72,296,0,0,[B.Sc.] Business Administration,100.0,85.0,92.5,0.0,0,1,1,,,,,3.6619999999999995,0.0,5,ba,ba,[B.Sc.] Business Administration
S8f4577618f9c39f1,3.61,3.6154545454545453,3.38,231,0,2,[B.Sc.] Computer Science,90.0,100.0,91.66666666666667,0.0,0,1,1,,,,,3.6154545454545453,0.0,2,cs,cs,[B.Sc.] Computer Science
S8fe13191b818b66f,2.57,2.445,2.39,20,0,1,[B.Sc.] Computer Engineering,85.0,100.0,90.0,0.0,0,0,1,,,,,2.5,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S8ff7b3da257db30e,3.47,3.4916216216216216,2.75,333,0,2,[B.Sc.] Computer Science,85.0,100.0,90.0,0.0,0,1,1,,,,,3.4625714285714286,0.0,2,cs,cs,[B.Sc.] Computer Science
S904df591955f99de,2.85,2.8449999999999998,2.75,20,0,0,[B.Sc.] Business Administration,100.0,100.0,100.0,0.0,0,0,1,,,,,2.75,0.0,5,ba,ba,[B.Sc.] Business Administration
S90604bbb2e5a8271,2.91,2.8899999999999997,2.5,20,0,0,[B.Sc.] Business Administration,100.0,85.0,92.5,0.0,0,0,1,,,,,2.5,0.0,5,ba,ba,[B.Sc.] Business Administration
S910dffca5bb1ee5b,2.75,2.765945945945946,1.5,333,0,0,[B.Sc.] Business Administration,85.0,90.0,87.5,0.0,0,0,1,,,,,2.76,0.0,5,ba,ba,[B.Sc.] Business Administration
S917b929eab83a362,2.91,2.9225,2.5,288,0,0,[B.Sc.] Business Administration,85.0,90.0,87.5,0.0,0,0,1,,,,,2.8653125,0.0,5,ba,ba,[B.Sc.] Business Administration
S91db4dafd9afdad3,2.69,2.7005,2.38,320,0,4,[B.Sc.] Electrical and Electronic Engineering,100.0,85.0,92.77777777777777,0.0,0,0,1,,,,,2.7005,0.0,1,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S91fd1783bcb6e0c4,1.53,1.625,0.0,20,0,1,[B.Sc.] Computer Engineering,90.0,85.0,86.66666666666667,0.0,0,0,1,,,,,1.625,1.0,4,ce,ce,[B.Sc.] Computer Engineering
S9262b5c2dff3a6c5,3.66,3.687027027027027,3.5,296,0,0,[B.Sc.] Business Administration,90.0,85.0,87.5,0.0,0,1,1,,,,,3.723225806451613,0.0,5,ba,ba,[B.Sc.] Business Administration
S926cc04e487a1e9b,3.89,3.8909374999999997,3.63,192,0,2,[B.Sc.] Computer Science,100.0,85.0,92.22222222222223,0.0,0,1,1,,,,,3.886538461538461,0.0,2,cs,cs,[B.Sc.] Computer Science
S928e2f3fb45431fa,1.74,1.5519999999999998,0.67,100,0,2,[B.Sc.] Computer Science,100.0,85.0,90.0,0.0,0,0,1,,,,,1.2885714285714287,1.0,2,cs,cs,[B.Sc.] Computer Science
S92ea79588499bc8a,1.97,1.8507692307692305,1.38,156,0,0,[B.Sc.] Business Administration,70.0,80.0,70.0,0.0,0,0,1,,,,,1.8591666666666664,1.0,5,ba,ba,[B.Sc.] Business Administration
S93a8f535bdaf6964,3.16,3.170243902439024,2.8,328,0,4,[B.Sc.] Electrical and Electronic Engineering,100.0,90.0,95.55555555555556,0.0,0,1,1,,,,,3.1745945945945944,0.0,1,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S93ca3fd0f310ea04,3.04,3.0276315789473682,2.5,304,0,2,[B.Sc.] Computer Science,85.0,,75.0,0.0,0,1,1,,,,,2.981818181818182,0.0,2,cs,cs,[B.Sc.] Computer Science
S946b9cf6d59d55c7,2.94,2.7258695652173914,1.7,460,0,1,[B.Sc.] Mechanical Engineering,85.0,100.0,91.66666666666667,0.0,0,0,1,,,,,2.708666666666667,0.0,4,me,me,[B.Sc.] Mechanical Engineering
S948417cfb0749d8a,2.62,2.42175,1.25,440,0,0,[B.Sc.] Business Administration,85.0,85.0,85.0,0.0,0,0,1,,,,,2.2880555555555553,0.0,5,ba,ba,[B.Sc.] Business Administration
S9485855f35fbc518,2.85,2.8560526315789474,2.5,342,0,5,[B.Sc.] Management Information Systems,85.0,85.0,85.0,0.0,0,0,1,,,,,2.8521621621621622,0.0,6,mis,mis,[B.Sc.] Management Information Systems
S9490d7275b870516,2.59,2.62,2.11,20,0,2,[B.Sc.] Computer Science,75.0,90.0,82.5,0.0,0,0,1,,,,,3.13,0.0,2,cs,cs,[B.Sc.] Computer Science
S94b7c72b0fa4e984,2.29,2.3,2.22,20,0,2,[B.Sc.] Computer Science,85.0,100.0,88.8888888888889,0.0,0,0,1,,,,,2.38,0.0,2,cs,cs,[B.Sc.] Computer Science
S952620dae0fc2dd1,2.09,1.9265517241379309,1.17,174,0,0,[B.Sc.] Computer Science,85.0,85.0,85.0,0.0,0,0,1,,,,,1.8939999999999997,1.0,5,cs,cs,[B.Sc.] Computer Science
S953398857c3f8a3a,3.58,3.5749999999999997,3.45,24,0,8,[LLB] Law with Public Policy,100.0,100.0,96.66666666666667,0.0,0,1,1,,,,,3.75,0.0,8,law,law,[LLB] Law with Public Policy
S959db43ad995dd4d,3.76,3.7695121951219517,3.5,328,0,6,[B.Sc.] Mechanical Engineering,100.0,100.0,100.0,0.0,0,1,1,,,,,3.765277777777778,0.0,2,me,me,[B.Sc.] Mechanical Engineering
S95cb2b553da9b342,2.55,2.544,2.14,180,0,0,[B.Sc.] Mechanical Engineering,100.0,,85.0,0.0,0,0,1,,,,,2.4524999999999997,0.0,5,me,me,[B.Sc.] Mechanical Engineering
S966309f0a4ff2b01,3.19,3.141052631578947,2.61,380,0,0,[B.Sc.] Business Administration,85.0,100.0,88.33333333333333,0.0,0,1,1,,,,,3.13625,0.0,5,ba,ba,[B.Sc.] Business Administration
S9696543e0bd35577,3.64,3.6190243902439025,2.72,328,0,4,[B.Sc.] Electrical and Electronic Engineering,100.0,90.0,91.1111111111111,0.0,0,1,1,,,,,3.590810810810811,0.0,1,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S96b0578a7052ecc0,2.16,2.1275,1.56,48,0,0,[B.Sc.] Electrical and Electronic Engineering,90.0,85.0,87.77777777777777,0.0,0,0,1,,,,,2.1275,0.0,5,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S96dca5249e6fc3ea,2.95,2.8610526315789473,1.89,342,0,2,[B.Sc.] Computer Science,100.0,85.0,91.66666666666667,0.0,0,0,1,,,,,2.8533333333333335,0.0,2,cs,cs,[B.Sc.] Computer Science
S972a6ccaa9645913,2.6,2.4,2.13,20,0,2,[B.Sc.] Computer Science,90.0,85.0,87.5,0.0,0,0,1,,,,,2.13,0.0,2,cs,cs,[B.Sc.] Computer Science
S973a24ccc2971d2e,2.55,2.554,2.22,125,0,2,[B.Sc.] Computer Science,85.0,85.0,85.0,0.0,0,0,1,,,,,2.6375,0.0,2,cs,cs,[B.Sc.] Computer Science
S9798e8a8595933f6,3.23,3.215,2.75,80,0,3,[B.Sc.] Business Administration,100.0,100.0,100.0,0.0,0,1,1,,,,,3.1566666666666667,0.0,3,ba,ba,[B.Sc.] Business Administration
S97aa0cea7025d45d,2.56,2.5047619047619047,2.06,378,0,1,[B.Sc.] Electrical and Electronic Engineering,70.0,80.0,76.66666666666667,0.0,0,0,1,,,,,2.5194444444444444,0.0,4,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S97acdab53a83e08a,2.71,2.7199999999999998,2.56,20,0,2,[B.Sc.] Computer Science,100.0,100.0,93.33333333333333,0.0,0,0,1,,,,,2.88,0.0,2,cs,cs,[B.Sc.] Computer Science
S97d2c938c009b258,3.63,3.2017073170731707,0.0,369,0,5,[B.Sc.] Computer Science,100.0,85.0,90.0,0.0,0,1,1,,,,,3.150571428571429,0.0,6,cs,cs,[B.Sc.] Computer Science
S97e3104679da6374,3.18,3.1791666666666667,2.95,24,0,8,[LLB] Law with Public Policy,90.0,90.0,86.66666666666667,0.0,0,1,1,,,,,3.5,0.0,8,law,law,[LLB] Law with Public Policy
S980bd9c4b5907a20,2.5,1.875,1.25,20,0,2,[B.Sc.] Computer Science,100.0,100.0,100.0,0.0,0,0,1,,,,,1.25,1.0,2,cs,cs,[B.Sc.] Computer Science
S983209fc7817767a,3.48,3.4686666666666666,3.28,45,0,2,[B.Sc.] Business Administration,85.0,85.0,85.0,0.0,0,1,1,,,,,3.4686666666666666,0.0,2,ba,ba,[B.Sc.] Business Administration
S986f042085eacde2,2.73,2.4773809523809525,0.94,420,0,0,[B.Sc.] Business Administration,60.0,90.0,70.0,0.0,0,0,1,,,,,2.4872972972972973,0.0,5,ba,ba,[B.Sc.] Business Administration
S987973b28fadb400,3.57,3.544722222222222,2.63,324,0,0,[B.Sc.] Business Administration,100.0,85.0,92.5,0.0,0,1,1,,,,,3.4703333333333335,0.0,5,ba,ba,[B.Sc.] Business Administration
S98aad95ed73e06cc,3.46,3.476052631578947,2.5,342,0,5,[B.Sc.] Business Administration,100.0,90.0,95.0,0.0,0,1,1,,,,,3.5024324324324323,0.0,6,ba,ba,[B.Sc.] Business Administration
S98c1cbaf2f158173,2.61,2.6095238095238096,2.0,84,0,1,[B.Sc.] Computer Engineering,90.0,100.0,91.1111111111111,0.0,0,0,1,,,,,2.590625,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S990ee91b802be502,3.55,3.5636842105263153,3.0,304,0,2,[B.Sc.] Computer Science,100.0,85.0,93.33333333333333,0.0,0,1,1,,,,,3.6324242424242428,0.0,2,cs,cs,[B.Sc.] Computer Science
S9916608aedf28405,3.15,3.1399999999999997,3.0,20,0,7,[Bsc] Mechatronics Engineering,100.0,,100.0,0.0,0,1,1,,,,,3.0,0.0,1,[bsc] mechatronics engineering,[bsc] mechatronics engineering,[Bsc] Mechatronics Engineering
S992198c5cc4b5f97,3.26,3.203125,2.88,224,0,1,[B.Sc.] Computer Engineering,90.0,85.0,87.5,0.0,0,1,1,,,,,3.144,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S993d27d1d25196a3,2.58,2.5890625,2.1,192,0,4,[B.Sc.] Electrical and Electronic Engineering,85.0,,85.0,0.0,0,0,1,,,,,2.6326923076923077,0.0,1,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S9946e5addf86f104,2.51,2.513095238095238,2.2,672,0,4,[B.Sc.] Electrical and Electronic Engineering,90.0,90.0,88.33333333333333,0.0,0,0,1,,,,,2.555405405405405,0.0,1,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S998c05e97ff9fa39,2.94,2.94,2.88,20,0,0,[B.Sc.] Business Administration,80.0,100.0,90.0,0.0,0,0,1,,,,,2.88,0.0,5,ba,ba,[B.Sc.] Business Administration
S9a94cb9667aa7377,3.65,3.66,3.44,20,0,0,[B.Sc.] Business Administration,100.0,,100.0,0.0,0,1,1,,,,,3.88,0.0,5,ba,ba,[B.Sc.] Business Administration
S9aa0c0047c5640e1,3.9,3.8948648648648647,3.67,370,0,0,[B.Sc.] Business Administration,100.0,90.0,95.0,0.0,0,1,1,,,,,3.8784374999999995,0.0,5,ba,ba,[B.Sc.] Business Administration
S9abae06f690f84d5,2.59,2.5949999999999998,2.56,40,0,0,[B.Sc.] Business Administration,80.0,90.0,80.0,0.0,0,0,1,,,,,2.63,0.0,5,ba,ba,[B.Sc.] Business Administration
S9aca3d21652cacb1,3.73,3.72,3.5,45,0,2,[B.Sc.] Computer Science,100.0,100.0,100.0,0.0,0,1,1,,,,,3.72,0.0,2,cs,cs,[B.Sc.] Computer Science
S9aed21c7ab02851c,3.04,3.02,2.25,80,0,0,[B.Sc.] Business Administration,100.0,100.0,100.0,0.0,0,1,1,,,,,2.99,0.0,5,ba,ba,[B.Sc.] Business Administration
S9aeee5302c38fea2,2.81,2.69375,2.0,256,0,2,[B.Sc.] Electrical and Electronic Engineering,85.0,85.0,86.1111111111111,0.0,0,0,1,,,,,2.495833333333333,0.0,2,ee,ee,[B.Sc.] Electrical and Electronic Engineering
S9af20f6c8bd06e73,3.06,3.055,2.8,320,0,1,[B.Sc.] Computer Engineering,100.0,80.0,89.16666666666667,0.0,0,1,1,,,,,3.055,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S9bac174ffdc545d2,2.4,2.390833333333333,2.0,288,0,2,[B.Sc.] Computer Science,85.0,85.0,82.22222222222223,0.0,0,0,1,,,,,2.390833333333333,0.0,2,cs,cs,[B.Sc.] Computer Science
S9bbb788f8f88ad0d,2.78,2.7895238095238093,2.56,84,0,2,[B.Sc.] Computer Science,100.0,85.0,93.33333333333333,0.0,0,0,1,,,,,2.705,0.0,2,cs,cs,[B.Sc.] Computer Science
S9c230d6b202a8655,2.97,2.91,2.6,378,0,6,[B.Sc.] Mechanical Engineering,70.0,80.0,70.0,0.0,0,0,1,,,,,2.843783783783784,0.0,2,me,me,[B.Sc.] Mechanical Engineering
S9c66bf8471190759,2.27,2.1984375,1.11,672,0,2,[B.Sc.] Computer Science,80.0,85.0,82.5,0.0,0,0,1,,,,,2.262,0.0,2,cs,cs,[B.Sc.] Computer Science
S9cdff636638f716a,2.82,2.831578947368421,2.22,380,0,2,[B.Sc.] Computer Science,60.0,80.0,70.0,0.0,0,0,1,,,,,2.78625,0.0,2,cs,cs,[B.Sc.] Computer Science
S9d7b6098686504fa,,,,9,0,2,[B.Sc.] Computer Science,70.0,,77.5,1.0,0,0,1,,,,,,,2,cs,cs,[B.Sc.] Computer Science
S9d9aa40eebf47f72,3.0,3.0149999999999997,2.78,20,0,2,[B.Sc.] Computer Science,85.0,100.0,92.5,0.0,0,1,1,,,,,3.25,0.0,2,cs,cs,[B.Sc.] Computer Science
S9dadcf156f472470,3.66,3.65551724137931,3.14,174,0,0,[B.Sc.] Business Administration,85.0,100.0,92.5,0.0,0,1,1,,,,,3.6754166666666666,0.0,5,ba,ba,[B.Sc.] Business Administration
S9dcd6af6301b09c5,3.46,3.4547619047619045,3.3,84,0,1,[B.Sc.] Computer Engineering,100.0,90.0,94.16666666666667,0.0,0,1,1,,,,,3.459375,0.0,4,ce,ce,[B.Sc.] Computer Engineering
S9e12abc809d666cc,2.53,2.55,2.22,20,0,5,[B.Sc.] Management Information Systems,85.0,100.0,92.5,0.0,0,0,1,,,,,2.88,0.0,6,mis,mis,[B.Sc.] Management Information Systems
S9e564045c9bce883,2.71,2.7199999999999998,2.44,20,0,2,[B.Sc.] Computer Science,100.0,85.0,90.0,0.0,0,0,1,,,,,3.0,0.0,2,cs,cs,[B.Sc.] Computer Science
S9ead1aae593943ba,2.79,2.6365624999999997,1.83,192,0,2,[B.Sc.] Computer Science,90.0,100.0,92.77777777777777,0.0,0,0,1,,,,,2.7096153846153848,0.0,2,cs,cs,[B.Sc.] Computer Science
S9ed5b215aac3c818,3.18,3.1886206896551728,2.93,174,0,0,[B.Sc.] Business Administration,70.0,90.0,80.0,0.0,0,1,1,,,,,3.215416666666667,0.0,5,ba,ba,[B.Sc.] Business Administration
S9ee2e2df70a99db7,1.79,1.7964285714285713,0.0,56,0,0,[B.Sc.] Business Administration,85.0,85.0,85.0,0.0,0,0,1,,,,,1.7964285714285713,1.0,5,ba,ba,[B.Sc.] Business Administration
S9f0e5aaf482c897f,2.97,2.9850000000000003,2.72,20,0,2,[B.Sc.] Computer Science,70.0,,70.0,0.0,0,0,1,,,,,3.25,0.0,2,cs,cs,[B.Sc.] Computer Science
S9f38cf7ad53ca39c,3.12,3.121578947368421,2.75,304,0,2,[B.Sc.] Computer Science,100.0,85.0,86.66666666666667,0.0,0,1,1,,,,,3.1657575757575755,0.0,2,cs,cs,[B.Sc.] Computer Science
S9f6c04c01f83113c,3.58,3.5905405405405406,3.0,333,0,0,[B.Sc.] Business Administration,100.0,85.0,92.5,0.0,0,1,1,,,,,3.579166666666667,0.0,5,ba,ba,[B.Sc.] Business Administration
S9fcf1d70f9602571,3.46,3.4538461538461536,3.06,351,0,2,[B.Sc.] Computer Science,90.0,75.0,85.55555555555556,0.0,0,1,1,,,,,3.371212121212121,0.0,2,cs,cs,[B.Sc.] Computer Science
Sa075c7580f90e51b,3.62,3.623125,3.5,192,0,1,[B.Sc.] Computer Engineering,100.0,85.0,90.0,0.0,0,1,1,,,,,3.5938461538461537,0.0,4,ce,ce,[B.Sc.] Computer Engineering
Sa0b38befa3d32f12,2.83,2.8197297297297297,1.57,666,0,0,[B.Sc.] Computer Engineering,85.0,90.0,86.66666666666667,1.0,0,0,1,,,,,2.77,0.0,5,ce,ce,[B.Sc.] Computer Engineering
Sa0c4508fce5ba24a,2.34,2.345,2.06,180,0,0,[B.Sc.] Business Administration,70.0,85.0,77.5,0.0,0,0,1,,,,,2.39625,0.0,5,ba,ba,[B.Sc.] Business Administration
Sa1517e1621b8e623,3.21,3.2049999999999996,3.13,20,0,2,[B.Sc.] Computer Science,70.0,,70.0,0.0,0,1,1,,,,,3.13,0.0,2,cs,cs,[B.Sc.] Computer Science
Sa1935a5384a57c37,3.26,3.28,3.06,20,0,6,[B.Sc.] Mechanical Engineering,85.0,,82.5,0.0,0,1,1,,,,,3.5,0.0,2,me,me,[B.Sc.] Mechanical Engineering
Sa198a4c14b8f9648,2.07,1.7257692307692307,0.63,728,0,5,[B.Sc.] Computer Science,85.0,85.0,85.0,0.0,0,0,1,,,,,1.6683720930232557,1.0,6,cs,cs,[B.Sc.] Computer Science
Sa1ecd57a8852c924,2.73,2.5300000000000002,2.5,20,0,1,[B.Sc.] Computer Engineering,85.0,90.0,86.66666666666667,0.0,0,0,1,,,,,2.5,0.0,4,ce,ce,[B.Sc.] Computer Engineering
Sa206995301971bab,3.0,2.9394594594594596,2.28,592,0,2,[B.Sc.] Computer Science,100.0,85.0,95.0,0.0,0,1,1,,,,,2.9394594594594596,0.0,2,cs,cs,[B.Sc.] Computer Science
Sa22eec1443d664e0,2.39,2.3916666666666666,2.25,180,0,0,[B.Sc.] Business Administration,70.0,85.0,77.5,0.0,0,0,1,,,,,2.399583333333333,0.0,5,ba,ba,[B.Sc.] Business Administration
Sa24cdd3dc319c169,2.64,2.1510869565217394,0.72,1104,0,2,[B.Sc.] Computer Science,100.0,90.0,93.8888888888889,0.0,0,0,1,,,,,2.105952380952381,0.0,2,cs,cs,[B.Sc.] Computer Science
Sa297aac71604032a,3.05,3.0585365853658537,2.7,328,0,1,[B.Sc.] Electrical and Electronic Engineering,100.0,100.0,97.22222222222223,0.0,0,1,1,,,,,3.1083333333333334,0.0,4,ee,ee,[B.Sc.] Electrical and Electronic Engineering
Sa2b97b5d56fa793d,3.35,3.3549999999999995,3.33,20,0,2,[B.Sc.] Computer Science,90.0,85.0,90.0,0.0,0,1,1,,,,,3.38,0.0,2,cs,cs,[B.Sc.] Computer Science
Sa2bf94937f844cba,3.23,3.232222222222222,3.21,18,0,0,[B.Sc.] Mechanical Engineering,85.0,,88.75,0.0,0,1,1,,,,,3.25,0.0,5,me,me,[B.Sc.] Mechanical Engineering
Sa2ef86e8d2c7da64,2.71,2.695,2.5,20,0,2,[B.Sc.] Computer Engineering,100.0,100.0,97.77777777777777,0.0,0,0,1,,,,,2.5,0.0,2,ce,ce,[B.Sc.] Computer Engineering
