StudentRef,final_cgpa,avg_gpa,last_gpa,total_semesters,final_major,proposed_major,math_score,english_score,composite_score,has_ajc_case,yeargroup,struggling,successful,major_changed,delayed_grad
S71070aaac163ca42,3.18,3.1719999999999997,3.75,2,5,,,,,0.0,2027,0,1,1,0
S71084a2dac69b031,2.16,2.1533333333333333,2.25,2,0,,100.0,85.0,93.33333333333333,0.0,2024,0,0,1,0
S713d064aeabf5bda,2.47,2.455,2.78,2,0,,75.0,85.0,80.0,0.0,2028,0,0,1,0
S715383eeb071e75f,2.46,2.424285714285714,2.25,2,0,,,,,0.0,2018,0,0,1,0
S717ebc43d33fbe61,3.41,3.3925,3.63,1,1,,,,,0.0,2022,0,1,1,0
S718d3bcf04fd1e13,3.63,3.63,3.63,0,10,,,,,0.0,2026,0,1,1,0
S718fdf62307dcbbd,2.68,2.69,2.5,2,2,,100.0,90.0,93.8888888888889,0.0,2028,0,0,1,0
S7195bd27d80113e0,4.0,4.0,4.0,2,10,,,,,0.0,2024,0,1,1,0
S719d47bfe4d0785a,3.24,3.26,2.89,2,2,,85.0,85.0,85.0,0.0,2028,0,1,1,0
S71c0485080fdf9ba,3.5,3.4924999999999997,3.17,1,2,,,,,0.0,2021,0,1,1,0
S71d791cd50e927b0,0.0,0.0,0.0,1,2,,85.0,85.0,85.0,0.0,2025,1,0,1,0
S71eed15ea062cbab,3.76,3.788888888888889,3.75,2,6,,,,,0.0,2021,0,1,1,0
S71f564cc735a385d,2.47,2.48,2.71,2,5,,,,,0.0,2028,0,0,1,0
S721672177ceca1d7,3.18,3.1725,3.21,2,3,,,,,0.0,2027,0,1,1,0
S7275dccb07612e16,3.15,3.2411111111111115,4.0,2,2,,,,,0.0,2022,0,1,1,0
S7279bfb1cd7d8478,3.11,3.1225,3.25,1,4,,,,,0.0,2022,0,1,1,0
S727ba029fd1392e9,2.78,2.836,3.33,2,0,,,,,0.0,2020,0,0,1,0
S728280adfc76f12e,3.78,3.30375,3.6,2,2,,100.0,100.0,98.8888888888889,0.0,2025,0,1,1,0
S729f030a40b88ae3,3.51,3.5050000000000003,3.78,2,2,,,,,0.0,2026,0,1,1,0
S729f65cde56b8bb5,2.76,2.76,2.89,2,2,,90.0,100.0,95.0,0.0,2028,0,0,1,0
S72a04a1127af0565,2.37,2.4975,0.18,1,1,,,,,0.0,2022,0,0,1,0
S72a6d56decc8eefd,2.14,1.9280000000000002,2.63,1,2,,,,,0.0,2017,0,0,1,0
S72cccf019033560e,3.25,3.3355555555555556,3.67,2,0,,,,,0.0,2021,0,1,1,0
S72da1fe01636ae78,3.5,3.1199999999999997,0.0,2,5,,,,,0.0,2021,0,1,1,0
S72e3a254d309ceba,3.23,3.22875,3.63,1,0,,,,,0.0,2020,0,1,1,0
S72f1684536c946de,3.36,3.4033333333333333,3.38,2,2,,,,,0.0,2021,0,1,1,0
S72f2140de644105e,3.2,2.5833333333333335,3.0,2,2,,100.0,,92.5,0.0,2026,0,1,1,0
S7300014fcbfcafdd,3.58,3.5575,3.25,2,0,,100.0,100.0,100.0,0.0,2025,0,1,1,0
S73240ac0f15193b9,3.1,3.1366666666666667,3.0,2,0,,80.0,85.0,82.5,0.0,2025,0,1,1,0
S733d796eeab7dc3c,2.67,2.41,3.2,2,0,,85.0,100.0,92.5,0.0,2025,0,0,1,0
S73449c6e9a01fc44,3.43,3.425,3.45,2,0,,,,,0.0,2027,0,1,1,0
S7346f08bbf3e56da,3.02,2.078333333333333,3.5,1,2,,,,,0.0,2015,0,1,1,0
S73508f1548648f2c,3.07,3.148888888888889,3.5,2,4,,,,,0.0,2021,0,1,1,0
S736f1b1a7e56cf9c,1.9,1.95,1.19,1,6,,100.0,,96.25,0.0,2027,1,0,1,0
S7371991ba13d0e5d,2.84,2.82375,2.9,2,6,,70.0,,77.5,0.0,2024,0,0,1,0
S73906b5703c65760,2.44,2.57,3.0,2,0,,,,,0.0,2017,0,0,1,0
S739a7a4d6ff368f3,3.0,3.0,3.0,1,0,,,,,0.0,2023,0,1,1,0
S73a8a209596d60cf,3.24,3.245,3.11,2,6,,100.0,100.0,97.77777777777777,0.0,2028,0,1,1,0
S73c374a41952ea25,2.83,2.825,3.13,1,5,,,,,0.0,2020,0,0,1,0
S73d17f67bdcfbdca,3.42,3.5009090909090905,3.88,2,0,,,,,0.0,2020,0,1,1,0
S73d8cc31a2953cc3,3.64,3.815,3.88,1,0,,,,,0.0,2016,0,1,1,0
S73de08b9b121b630,3.43,3.438333333333333,3.23,2,2,,100.0,85.0,91.1111111111111,0.0,2026,0,1,1,0
S73ec1da8004f844d,3.75,3.73625,3.75,1,5,,,,,0.0,2020,0,1,1,0
S73ed99cbbf9abd7e,2.88,2.87,2.95,2,5,,85.0,85.0,85.0,0.0,2027,0,0,1,0
S7433b3a93a40efa8,3.32,3.2875,3.73,2,2,,,,,0.0,2027,0,1,1,0
S743660b9b9e1e08b,3.29,3.24125,3.67,2,0,,100.0,90.0,95.0,0.0,2024,0,1,1,0
S74468bdd6ac8939c,3.48,3.5125,3.0,2,2,,,,,0.0,2023,0,1,1,0
S74770a893e57cb2f,3.32,3.33,3.28,2,2,,100.0,,100.0,0.0,2028,0,1,1,0
S74879f13958d648b,2.43,1.969090909090909,1.5,2,5,,60.0,80.0,70.0,0.0,2023,0,0,1,0
S74a87490b4950ede,3.43,3.575,3.67,1,0,,,,,0.0,2017,0,1,1,0
S750b1af436c97b55,2.47,2.33,2.25,2,0,,,,,0.0,2027,0,0,1,0
S75168f90151991ea,3.03,3.02,3.1,2,1,,,,,0.0,2026,0,1,1,0
S752d6a6cbf122c22,3.32,3.3175,3.5,2,7,,100.0,100.0,100.0,0.0,2027,0,1,1,0
S752e03f05f86807d,3.13,3.063636363636364,3.5,2,0,,,,,0.0,2021,0,1,1,0
S755881628db96f0b,3.05,3.0277777777777777,2.33,2,2,,,,,0.0,2019,0,1,1,0
S759a07ea6454151a,3.16,3.34,3.38,1,2,,,,,0.0,2016,0,1,1,0
S75a78c0ba7b6e9f2,2.63,2.4,2.25,2,2,,100.0,85.0,91.1111111111111,0.0,2027,0,0,1,0
S75bb541c0b3e81ec,1.82,1.8257142857142856,0.67,2,4,,100.0,85.0,90.0,0.0,2025,1,0,1,0
S75bdd912d94d4d9f,3.31,3.3137499999999998,3.67,1,0,,,,,0.0,2022,0,1,1,0
S75c89373df95278a,3.22,3.226,3.75,2,0,,90.0,85.0,87.5,0.0,2023,0,1,1,0
S75cfd77c694781cb,3.63,3.6325,3.75,1,4,,100.0,85.0,89.44444444444444,0.0,2023,0,1,1,0
S75e61d00972d6d04,3.04,3.03125,3.0,2,0,,100.0,90.0,95.0,0.0,2025,0,1,1,0
S75ead94c850850d8,3.32,3.352222222222222,2.83,2,1,,,,,0.0,2021,0,1,1,0
S76451a2cf73ddf8a,3.59,3.57375,3.25,2,0,,100.0,85.0,92.5,0.0,2024,0,1,1,0
S764a7758c549fae8,3.56,3.55875,3.67,1,0,,,,,0.0,2021,0,1,1,0
S765869c9b7dfbc47,3.19,3.1875,3.13,2,6,,,,,0.0,2024,0,1,1,0
S7659e71845c9904b,2.51,2.349090909090909,2.88,2,0,,,,,0.0,2024,0,0,1,0
S76612ac0fbbeaa18,3.23,3.23375,3.0,2,4,,100.0,100.0,98.33333333333333,0.0,2025,0,1,1,0
S76807999ddde83f5,3.25,3.245,3.5,2,6,,100.0,80.0,92.22222222222223,0.0,2025,0,1,1,0
S76a266f5ca7a1301,3.77,3.30375,4.0,2,4,,100.0,100.0,100.0,0.0,2024,0,1,1,0
S76a41e02132d7238,2.9,2.9516666666666667,3.13,1,0,,,,,0.0,2018,0,0,1,0
S76a50adf8acbecc7,3.37,3.125,3.5,2,4,,100.0,100.0,100.0,0.0,2028,0,1,1,0
S76a98951819701ea,3.13,3.1855555555555553,3.67,2,0,,,,,0.0,2021,0,1,1,0
S76ae0cfb555fd5a1,4.0,4.0,4.0,0,8,,,,,0.0,2023,0,1,1,0
S76af1e67ff759d6f,3.8,3.79625,3.63,1,2,,,,,0.0,2022,0,1,1,0
S76b4eb3925b7c70b,3.73,3.7340000000000004,4.0,2,2,,100.0,100.0,98.33333333333333,0.0,2023,0,1,1,0
S76bc4ec12816265a,3.39,3.367142857142857,3.83,2,0,,,,,0.0,2018,0,1,1,0
S76e65c13d413e6f5,3.67,3.7211111111111115,4.0,2,2,,100.0,85.0,90.0,0.0,2024,0,1,1,0
S77029b6b5228f8f3,3.4,3.508,3.5,2,5,,100.0,80.0,86.66666666666667,0.0,2024,0,1,1,0
S7721af74f631a666,2.98,3.006,3.5,2,0,,,,,0.0,2021,0,0,1,0
S7728c9e40f7d4dbc,2.54,2.545,2.3,2,6,,100.0,90.0,95.0,0.0,2027,0,0,1,0
S7748456059d259f9,3.11,3.1555555555555554,3.5,2,5,,90.0,100.0,91.66666666666667,0.0,2025,0,1,1,0
S774ecd95c5988c41,3.41,3.4544444444444444,3.17,2,2,,,,,0.0,2023,0,1,1,0
S778ceca533ebdc65,3.93,3.925,3.75,2,6,,,,92.5,0.0,2025,0,1,1,0
S779909b4ceff3a8f,2.4,2.375,3.0,1,5,,,,,0.0,2021,0,0,1,0
S779b7e6aa470ab27,3.4,3.4633333333333334,3.5,2,0,,100.0,100.0,100.0,0.0,2025,0,1,1,0
S77b5f0cbad60398b,1.92,1.7428571428571427,1.5,2,0,,,,,0.0,2026,1,0,1,0
S77bc551a5960cce6,2.19,1.8714285714285714,2.5,2,0,,,,,0.0,2020,0,0,1,0
S77c390b9b5696a71,3.04,3.0439999999999996,2.5,2,0,,85.0,85.0,85.0,0.0,2023,0,1,1,0
S77e60e73f6f6cd65,3.04,3.1255555555555556,3.13,2,0,,,,,0.0,2021,0,1,1,0
S7815393d69e65fee,3.07,3.0675,2.63,2,6,,100.0,,100.0,0.0,2025,0,1,1,0
S781d60f5b388d36a,3.22,3.2466666666666666,3.5,2,4,,,,,0.0,2020,0,1,1,0
S78202370618c9ca3,2.46,2.625,2.75,1,0,,,,,0.0,2016,0,0,1,0
S784744b9d3f18c5c,3.18,3.1799999999999997,3.11,2,5,,100.0,85.0,92.5,0.0,2028,0,1,1,0
S7863a9a0bde51732,3.65,3.6275,3.83,2,2,,,,,0.0,2027,0,1,1,0
S7871b23d43e84617,3.19,3.20875,3.83,1,5,,,,,0.0,2020,0,1,1,0
S7898a70afee79fca,2.32,2.0814285714285714,1.25,2,9,,85.0,85.0,85.0,0.0,2026,0,0,1,0
S7898f52db8f8a67f,3.57,3.57,3.5,2,0,,,,,0.0,2027,0,1,1,0
S78a8e44f6bb294cf,3.43,3.448888888888889,3.17,2,5,,,,,0.0,2021,0,1,1,0
S78c5d5a29a090873,2.53,2.5549999999999997,2.11,2,2,,85.0,100.0,92.5,0.0,2028,0,0,1,0
S78dfc77f6e9e3cee,3.53,3.52375,4.0,2,6,,100.0,85.0,95.0,0.0,2024,0,1,1,0
S78fb4ed26c7169ce,2.11,1.8,1.75,2,0,,,,,0.0,2021,0,0,1,0
S790e6d72e39ed887,2.41,2.378,4.0,2,2,,100.0,90.0,96.66666666666667,0.0,2025,0,0,1,0
S791a55440a21d30a,3.2,3.191,2.67,2,5,,85.0,85.0,85.0,0.0,2023,0,1,1,0
S7925d3dcadb22b4c,3.75,3.841666666666667,3.67,1,0,,,,,0.0,2018,0,1,1,0
S7932ec679b47a6ca,3.32,3.3200000000000003,3.39,1,2,,100.0,85.0,92.5,0.0,2025,0,1,1,0
S793e7309d2bdaca2,2.68,2.65,3.17,2,0,,80.0,85.0,82.5,0.0,2028,0,0,1,0
S797416dbe8c4b5c8,3.29,3.344,3.75,2,4,,,,,0.0,2021,0,1,1,0
S798d5eb1bbdb46a6,2.99,3.0844444444444443,3.0,2,5,,90.0,85.0,87.5,0.0,2024,0,0,1,0
S798e5e56de6c255e,3.5,3.5,3.5,2,10,,,,,0.0,2024,0,1,1,0
S79b4c5eec9face03,2.57,2.473333333333333,3.0,2,2,,85.0,75.0,82.22222222222223,0.0,2024,0,0,1,0
S79b741a189701461,2.87,2.654285714285714,3.63,2,0,,,,,0.0,2018,0,0,1,0
S79baee4991d50674,2.93,3.1,3.75,2,5,,,,,0.0,2018,0,0,1,0
S79bb54f03d63c7cd,3.57,3.5575,3.67,2,2,,100.0,85.0,93.8888888888889,0.0,2024,0,1,1,0
S79cea1bf74588397,3.3,3.001111111111111,3.13,2,2,,,,80.0,0.0,2025,0,1,1,0
S79e57244b59113f2,3.19,3.185,2.5,1,4,,,,,0.0,2022,0,1,1,0
S79f18b018521cc24,2.62,2.6275,2.68,2,0,,,,,0.0,2027,0,0,1,0
S7a08cf9ba660c3e2,2.63,2.69,3.0,2,2,,,,,0.0,2019,0,0,1,0
S7a09fe4e6ba49c0b,3.54,3.7525,3.88,1,2,,,,,0.0,2017,0,1,1,0
S7a11207da513c493,3.74,3.73875,3.67,2,6,,,,,0.0,2024,0,1,1,0
S7a1fab036c43452d,3.62,3.62,3.61,2,2,,100.0,,92.5,0.0,2028,0,1,1,0
S7a26f1b23e72d3f7,3.19,3.145,3.38,1,0,,,,,0.0,2018,0,1,1,0
S7a45a0dce5e28afc,3.85,3.85375,4.0,2,2,,,,,0.0,2024,0,1,1,0
S7a5dc5ede8b28ecf,3.62,3.6100000000000003,3.72,2,5,,90.0,100.0,91.66666666666667,0.0,2028,0,1,1,0
S7a894a4464f03e37,3.85,3.815,4.0,1,0,,,,,0.0,2016,0,1,1,0
S7ac09e7abae04b98,3.04,2.9825,3.0,1,0,,,,,0.0,2017,0,1,1,0
S7aecadc47c3b0c7c,2.63,2.37,1.0,2,0,,,,,0.0,2027,0,0,1,0
S7b016db95ae9efec,3.47,3.5200000000000005,3.73,2,4,,,,,0.0,2020,0,1,1,0
S7b13049fd4462b47,3.26,3.2911111111111113,3.38,2,6,,,,,0.0,2019,0,1,1,0
S7b442dfbea065197,3.7,3.685,3.91,2,5,,90.0,90.0,86.66666666666667,0.0,2027,0,1,1,0
S7b4b6bb5f11f021d,2.72,2.7275,3.13,1,5,,,,,0.0,2019,0,0,1,0
S7b8520b714872d74,3.53,3.5300000000000002,3.5,1,0,,,,,0.0,2022,0,1,1,0
S7b944be66cc50260,2.84,2.6199999999999997,3.1,2,2,,,,,0.0,2021,0,0,1,0
S7baa7b3c3beb28ac,3.19,3.0666666666666664,2.5,1,0,,,,,1.0,2016,0,1,1,0
S7bba4a8b0120cb55,2.54,2.5077777777777777,2.0,2,0,,,,,0.0,2020,0,0,1,0
S7bc0d233e136fec1,2.77,2.6879999999999997,3.2,2,2,,90.0,80.0,85.0,0.0,2024,0,0,1,0
S7bc621c05fc55508,3.18,3.19,3.63,2,6,,,,,0.0,2024,0,1,1,0
S7beb386d6ca0c722,3.04,2.947777777777778,3.0,1,2,,,,,0.0,2022,0,1,1,0
S7bfca5d1c5d5879a,3.1,3.11,3.75,1,0,,,,,1.0,2022,0,1,1,0
S7c06a7f9be28ff63,3.06,3.065,2.9,2,4,,100.0,100.0,100.0,0.0,2027,0,1,1,0
S7c1ca5ccfb519f49,3.25,3.1816666666666666,3.0,1,5,,,,,0.0,2018,0,1,1,0
S7c2faf3b7b881a09,2.48,2.4266666666666667,2.56,2,2,,70.0,70.0,68.33333333333333,0.0,2026,0,0,1,0
S7c3029840e4ea2ef,3.42,3.473333333333333,3.75,2,6,,,,,0.0,2019,0,1,1,0
S7c304dcfdc52db0f,2.78,2.69,2.5,1,0,,,,,0.0,2017,0,0,1,0
S7c4714f6aa3ad8c7,3.08,3.1144444444444446,3.13,2,5,,,,,0.0,2022,0,1,1,0
S7c5094891d06ed2e,2.86,2.87,2.88,2,6,,100.0,,96.25,0.0,2025,0,0,1,0
S7c56d84bc6732777,3.78,3.8049999999999997,3.88,1,0,,,,,0.0,2018,0,1,1,0
S7c6f3542ec028380,3.38,3.39,3.63,2,2,,85.0,90.0,86.66666666666667,0.0,2025,0,1,1,0
S7c88a5992445ce72,3.11,3.1310000000000002,4.0,2,0,,,,,0.0,2020,0,1,1,0
S7c8cdc659a94606d,3.43,3.467777777777778,3.0,2,1,,,,,0.0,2019,0,1,1,0
S7c922e4a709104a0,3.19,3.1825,3.18,2,2,,100.0,100.0,100.0,0.0,2027,0,1,1,0
S7c97f9ee473fc26c,3.69,3.815,3.88,1,2,,,,,0.0,2017,0,1,1,0
S7cad755a43f1260e,3.12,3.12,3.11,2,0,,,,85.0,0.0,2028,0,1,1,0
S7caf56d947e1907f,2.51,2.462,2.21,2,5,,,,,0.0,2021,0,0,1,0
S7cc1588401390b3b,3.1,3.1033333333333335,2.94,2,2,,,,,0.0,2026,0,1,1,0
S7cc50e195174eb3e,3.1,3.09,3.4,2,0,,100.0,85.0,92.5,0.0,2026,0,1,1,0
S7cc932f473565990,3.42,3.3277777777777775,2.75,2,0,,,,,1.0,2022,0,1,1,0
S7ccb287c14e180d9,3.31,3.3075,3.67,2,2,,,,,0.0,2027,0,1,1,0
S7ccbf8ceb118003e,2.64,2.7350000000000003,3.5,2,2,,,,,1.0,2022,0,0,1,0
S7cce2229a1299a5b,3.36,3.0825,3.25,1,0,,,,,0.0,2017,0,1,1,0
S7cd09719aa9a8df4,3.53,3.5644444444444443,3.88,2,1,,,,,0.0,2019,0,1,1,0
S7cfc4eb3016cf6f0,3.26,3.25,3.5,2,5,,80.0,90.0,76.66666666666667,0.0,2028,0,1,1,0
S7d2bac0d1ce1e204,3.75,3.505,3.38,1,0,,,,,0.0,2016,0,1,1,0
S7d4fcfba8d6a7045,2.44,2.25,2.0,1,5,,,,,0.0,2016,0,0,1,0
S7d518d1ee072e648,3.3,3.271,3.83,2,0,,,,,0.0,2019,0,1,1,0
S7d5f9b7b79a832f3,2.88,2.9788888888888887,3.75,2,5,,85.0,85.0,84.44444444444444,0.0,2025,0,0,1,0
S7d9156beb3278146,2.54,2.606,2.25,2,2,,,,,0.0,2022,0,0,1,0
S7d930812d721b6c6,2.03,1.934,0.44,2,0,,,,,0.0,2020,0,0,1,0
S7d941cbf33b2e6bc,2.84,2.86,2.5,2,2,,100.0,100.0,98.8888888888889,0.0,2027,0,0,1,0
S7da740003ea53bfb,3.52,3.485,3.0,1,4,,,,,0.0,2022,0,1,1,0
S7dab66fa19421a16,2.78,2.7266666666666666,3.13,2,5,,90.0,85.0,87.5,0.0,2025,0,0,1,0
S7db2c722e926292b,3.57,3.7783333333333338,3.88,1,0,,,,,0.0,2018,0,1,1,0
S7dd9583d71ed7486,2.8,2.8177777777777777,3.75,2,0,,,,,0.0,2020,0,0,1,0
S7ded08896408e1ee,3.03,2.94875,3.38,1,0,,,,,0.0,2021,0,1,1,0
S7df6c02f6615a1dd,2.26,2.408,2.6,2,0,,,,,0.0,2024,0,0,1,0
S7dff9a920dec80a4,3.51,3.5225,3.83,1,0,,,,,0.0,2020,0,1,1,0
S7e10413fca37a8b0,3.4,3.504,3.13,2,0,,90.0,90.0,90.0,0.0,2024,0,1,1,0
S7e2548956f763b6a,3.19,3.13,3.13,1,0,,,,,0.0,2016,0,1,1,0
S7e2bdfcefd5bfd49,0.96,0.95,0.9,1,2,,,,,0.0,2021,1,0,1,0
S7e2e50fdca404201,3.12,3.141,3.0,2,0,,90.0,85.0,87.5,0.0,2023,0,1,1,0
S7e3ea6e20a8d30c1,3.82,3.83,3.78,2,6,,,,,0.0,2028,0,1,1,0
S7e4668dcf228f014,3.46,3.4425,3.67,2,2,,90.0,85.0,87.5,0.0,2027,0,1,1,0
S7e496eb271cead19,3.33,2.86,3.5,2,5,,90.0,90.0,90.0,0.0,2026,0,1,1,0
S7e556fc61a838d8e,1.73,1.577142857142857,0.0,2,2,,80.0,80.0,80.55555555555556,0.0,2023,1,0,1,0
S7e616858c72d8de8,2.78,2.375,0.0,2,1,,85.0,,85.0,1.0,2026,0,0,1,0
S7e97d3ee352a4d06,2.11,1.6515384615384614,2.0,2,0,,100.0,85.0,92.5,0.0,2023,0,0,1,0
S7e984918a979e0c0,2.73,2.736666666666667,2.0,2,4,,100.0,90.0,95.0,0.0,2026,0,0,1,0
S7eab5bb69767769b,3.4,3.285,3.67,1,2,,,,,0.0,2016,0,1,1,0
S7eba6c06c19da15f,3.73,3.27125,3.83,2,5,,,,92.5,0.0,2025,0,1,1,0
S7ee0e74aa294adea,3.37,3.38625,3.75,2,0,,90.0,90.0,90.0,0.0,2025,0,1,1,0
S7f02157772e691bb,3.49,3.5433333333333334,3.75,2,5,,85.0,85.0,85.55555555555556,0.0,2025,0,1,1,0
S7f07b3140c1a8c5e,2.52,2.47375,2.09,1,6,,,,,0.0,2023,0,0,1,0
S7f1ae08a8cef692e,3.4,3.5050000000000003,3.5,1,0,,,,,0.0,2018,0,1,1,0
S7f28ffbe98d085a5,2.74,2.696,3.0,2,0,,,,,0.0,2027,0,0,1,0
S7f356c42588bacb9,3.86,3.823333333333333,3.75,2,2,,,,,0.0,2023,0,1,1,0
S7f4fb131d4496be4,3.97,3.9699999999999998,4.0,2,2,,,,,0.0,2027,0,1,1,0
S7f68e1667f1d51b0,2.34,2.137272727272727,2.5,2,5,,75.0,85.0,81.1111111111111,0.0,2023,0,0,1,0
S7f8f0d94581bc5f9,3.3,3.275,3.68,2,2,,,,,0.0,2027,0,1,1,0
S7fa5c51bba713ed2,3.27,3.21,3.0,2,0,,100.0,85.0,92.5,0.0,2025,0,1,1,0
S7faa5506a451b6dd,3.03,2.69,2.5,1,2,,,,,0.0,2016,0,1,1,0
S7fb2cb47efe770a1,3.35,2.9588888888888887,3.88,2,4,,90.0,100.0,90.0,0.0,2024,0,1,1,0
S7fb9e39c06336f11,2.62,2.6963636363636363,3.17,2,5,,,,,0.0,2019,0,0,1,0
S7fc0e42b6c53980a,2.62,2.591,3.33,2,0,,70.0,80.0,75.0,0.0,2023,0,0,1,0
S801b52891166fa25,3.79,3.785,3.94,2,0,,,,,0.0,2027,0,1,1,0
S80313b71ddd9784d,3.24,3.243333333333333,3.75,2,4,,,,,0.0,2020,0,1,1,0
S804ff36d0f657591,3.51,3.3716666666666666,3.38,1,2,,,,,0.0,2018,0,1,1,0
S809ce4b1eb3d2a54,2.21,2.245,1.61,2,1,,,,,0.0,2027,0,0,1,0
S80a3897073de17c7,2.85,2.85625,3.13,2,5,,85.0,85.0,84.44444444444444,0.0,2025,0,0,1,0
S80a7f3b4ce586d60,3.15,3.22,3.5,2,0,,,,,0.0,2021,0,1,1,0
S80b54a7079573e8b,3.43,3.6300000000000003,3.75,1,0,,,,,0.0,2018,0,1,1,0
S80f2014a48aacf11,3.32,3.342222222222222,3.38,2,4,,,,,0.0,2021,0,1,1,0
S80f541bd7eb3eb97,3.01,2.953333333333333,3.33,2,0,,,,,0.0,2022,0,1,1,0
S81023cf42ee1bcb8,2.9,2.90875,3.38,1,1,,100.0,90.0,92.22222222222223,0.0,2023,0,0,1,0
S810cb7f372eecb67,0.0,0.0,0.0,1,10,,,,,0.0,2027,1,0,1,0
S81196fbb50716db1,3.04,3.001111111111111,2.5,2,2,,,,,0.0,2021,0,1,1,0
S811ac60001a8a038,3.2,3.21875,3.63,2,6,,90.0,85.0,88.33333333333333,0.0,2025,0,1,1,0
S812db390791ef9e6,3.5,3.5,3.5,0,10,,,,,0.0,2021,0,1,1,0
S81499804049c5fa6,2.42,2.338888888888889,2.88,2,5,,85.0,90.0,83.8888888888889,0.0,2025,0,0,1,0
S815933b11cc219ff,2.88,2.466666666666667,2.8,2,6,,,,,0.0,2022,0,0,1,0
S815f03b6b07eb3a2,2.93,2.884,3.33,2,5,,,,,0.0,2019,0,0,1,0
S8175a42f4e557e1e,1.79,1.83,0.28,1,2,,100.0,85.0,91.66666666666667,1.0,2026,1,0,1,0
S8186af331c94def8,4.0,4.0,4.0,2,10,,,,,0.0,2024,0,1,1,0
S818eb9665bc7f0e5,3.3,3.3266666666666667,3.5,2,2,,,,,0.0,2021,0,1,1,0
S81ab35c4f445790f,2.74,2.641,3.0,2,0,,,,,0.0,2023,0,0,1,0
S81be8316828b3093,2.88,2.901111111111111,2.88,2,4,,,,,0.0,2021,0,0,1,0
S81bf6ed6d56cfec4,2.68,2.6550000000000002,3.06,2,3,,100.0,100.0,100.0,0.0,2028,0,0,1,0
S81c428722609b09a,2.74,2.752222222222222,2.6,2,4,,,,,0.0,2020,0,0,1,0
S81e2e7bf361708e7,3.32,3.3755555555555556,3.5,2,0,,75.0,90.0,82.5,0.0,2023,0,1,1,0
S81ee67a3ea058b0d,3.81,3.808888888888889,3.67,2,4,,,,,0.0,2019,0,1,1,0
S822423aaabdb3a7f,3.93,3.9480000000000004,4.0,2,6,,,,,0.0,2021,0,1,1,0
S823592d79c3d014f,3.35,3.315,3.0,1,1,,,,,0.0,2022,0,1,1,0
S8260d2fe574d611d,3.81,4.0,4.0,0,2,,,,,0.0,2015,0,1,1,0
S826dc1a99d807107,3.33,3.34125,3.17,1,1,,100.0,90.0,94.16666666666667,0.0,2023,0,1,1,0
S82760fe0dabc0d93,2.67,2.72,3.25,2,2,,,,,0.0,2020,0,0,1,0
S828c0c34ef543b85,3.35,3.36,3.75,2,4,,100.0,90.0,96.66666666666667,0.0,2024,0,1,1,0
S82c45415870fe382,3.58,3.621,3.56,2,4,,,,,0.0,2020,0,1,1,0
S82da4dcb3a3fb041,2.93,3.0144444444444445,3.38,2,1,,,,,0.0,2019,0,0,1,0
S82dd2a57c9c00e87,2.22,1.902,2.0,2,0,,,,,0.0,2027,0,0,1,0
S8300254079ba28d8,3.46,3.47,3.75,2,2,,100.0,100.0,100.0,0.0,2024,0,1,1,0
S83093ef1f9fe3f92,2.26,2.062,3.1,2,0,,,,,0.0,2027,0,0,1,0
S832c20c0902f6e02,3.46,3.493333333333333,3.5,2,2,,,,,0.0,2019,0,1,1,0
S83421403ad6163e5,3.46,3.5,3.25,2,1,,,,,0.0,2019,0,1,1,0
S834df7ddca3da269,3.64,3.64875,3.88,1,0,,,,,0.0,2019,0,1,1,0
S83514c7a6205024d,2.26,2.26,2.39,2,0,,100.0,80.0,90.0,0.0,2028,0,0,1,0
S8352800c0dc2515d,3.65,3.66,3.44,2,0,,85.0,100.0,92.5,0.0,2028,0,1,1,0
S836b67e6062250cf,2.92,3.065,3.25,1,5,,,,,0.0,2017,0,0,1,0
S837f1574f1bb7040,3.29,3.2039999999999997,3.33,2,0,,,,,0.0,2022,0,1,1,0
S83a96365b23214f5,3.1,3.158888888888889,3.0,2,6,,,,,0.0,2019,0,1,1,0
S83c39dbf8f0b9d00,2.51,2.5149999999999997,2.5,2,2,,85.0,90.0,86.66666666666667,0.0,2027,0,0,1,0
S83ea82f94ac3bfef,2.71,2.765,1.78,2,2,,70.0,85.0,77.5,0.0,2028,0,0,1,0
S840488bff6a20137,3.12,3.1399999999999997,2.85,2,4,,,,,0.0,2027,0,1,1,0
S843c10cfb1883bd1,3.13,3.2039999999999997,4.0,2,0,,,,,0.0,2021,0,1,1,0
S843c72fa6fbf2976,3.08,3.0875,2.75,1,5,,,,,0.0,2021,0,1,1,0
S8451e971fbb5ef57,2.87,2.88625,3.0,1,2,,,,,0.0,2022,0,0,1,0
S8453706d8d4cfd44,3.0,3.0116666666666667,3.25,2,5,,100.0,85.0,93.8888888888889,0.0,2026,0,1,1,0
S8491772923c47f06,3.56,3.54,3.89,2,2,,70.0,80.0,76.66666666666667,0.0,2027,0,1,1,0
S84942d7be581b7b0,3.46,3.40625,3.7,1,0,,,,,0.0,2023,0,1,1,0
S849e2804f9ea385c,2.5,2.8433333333333333,4.0,1,5,,,,,0.0,2016,0,0,1,0
S84b035b2b93ab3cd,3.93,3.497777777777778,4.0,2,4,,,,,0.0,2020,0,1,1,0
S84b990693945ff7e,2.99,3.5,3.5,1,0,,,,,0.0,2016,0,0,1,0
